ID,Meno,Priezvisko,Rodne_cislo,Miesto_narodenia,Stav_uctu,Stav
2890,Ivana,Cerna,895817/4084,Kosice,135642,vydaty
2891,Filip,Bednar,840726/2163,Zvolen,997261,slobodny
2892,Zuzana,Vesela,986022/2048,Bardejov,672061,vydaty
2893,Peter,Muska,750614/3536,Snina,809316,slobodny
2894,Jana,Rusnakova,876205/7481,Tvrdosin,468423,vydaty
2895,Martin,Marko,690509/4313,Senec,574672,slobodny
2896,Jana,Kucerova,585418/7675,Zilina,370694,vydaty
2897,Marek,Vesely,670601/3110,Snina,337022,slobodny
2898,Katerina,Muskova,615213/3427,Snina,924978,vydaty
2899,Juraj,Rusnak,950620/4103,Zilina,14143,slobodny
2900,Barbora,Urbanova,625910/2144,Snina,287349,vydaty
2901,Richard,Bednar,790607/4756,Senec,933775,slobodny
2902,Jana,Horvathova,785328/9103,Svidnik,290387,vydaty
2903,Martin,Marko,870127/7481,Trnava,834958,slobodny
2904,Katerina,Cerna,855116/9385,Senec,833360,vydaty
2905,Radoslav,Vesely,640511/1293,Presov,930740,slobodny
2906,Barbora,Dvorakova,805208/3636,Humenne,138582,vydaty
2907,Filip,Muska,620123/2395,Senec,892946,slobodny
2908,Simona,Horvathova,685219/6374,Nitra,644226,vydaty
2909,Ondrej,Kucera,740315/3384,Nitra,500443,slobodny
2910,Katerina,Novakova,645301/7559,Svidnik,866930,vydaty
2911,Jan,Cerny,990207/1083,Bratislava,638432,slobodny
2912,Jana,Simekova,515812/2531,Kosice,267918,vydaty
2913,Juraj,Rusnak,541220/2247,Bratislava,349120,slobodny
2914,Katerina,Predajnianska,936005/9970,Zvolen,455688,vydaty
2915,Juraj,Bednar,900712/5056,Komarno,135746,slobodny
2916,Simona,Markova,775320/6398,Bardejov,841276,vydaty
2917,Filip,Kubik,830818/3382,Komarno,502281,slobodny
2918,Barbora,Simekova,775228/9320,Presov,825520,vydaty
2919,Jan,Kucera,710203/1151,Snina,156504,slobodny
2920,Sandra,Simekova,745717/2999,Trnava,112509,vydaty
2921,Juraj,Varga,831010/6310,Trencin,264740,slobodny
2922,Barbora,Rusnakova,766010/6108,Levice,405051,vydaty
2923,Peter,Varga,860315/6944,Snina,151856,slobodny
2924,Petra,Vesela,685323/8370,Levice,800027,vydaty
2925,Ondrej,Kucera,790922/6459,Martin,564652,slobodny
2926,Petra,Markova,875714/6198,Tvrdosin,49614,vydaty
2927,Ondrej,Predajniansky,900221/9576,Zvolen,625611,slobodny
2928,Petra,Markova,895917/8476,Humenne,835400,vydaty
2929,Marek,Urban,970702/8764,Svidnik,449912,slobodny
2930,Katerina,Fabianova,546223/2034,Nitra,231350,vydaty
2931,Tomas,Kucera,690102/6043,Senec,96076,slobodny
2932,Barbora,Cerna,795724/3968,Trnava,407290,vydaty
2933,Peter,Fabian,760702/5309,Svidnik,140282,slobodny
2934,Petra,Vargova,735212/2279,Humenne,624805,vydaty
2935,Ondrej,Bednar,990422/4221,Trencin,95003,slobodny
2936,Petra,Dvorakova,655110/9892,Trencin,341418,vydaty
2937,Filip,Kubik,660309/6594,Trnava,842210,slobodny
2938,Zuzana,Novakova,735611/4779,Kosice,501115,vydaty
2939,Ondrej,Predajniansky,960606/1805,Kosice,151082,slobodny
2940,Petra,Rusnakova,716102/3370,Humenne,697009,vydaty
2941,Jan,Novak,921221/9982,Zvolen,301739,slobodny
2942,Katerina,Predajnianska,535610/5211,Levice,893907,vydaty
2943,Filip,Rusnak,830921/7810,Presov,90460,slobodny
2944,Jana,Vargova,785128/5318,Tvrdosin,447026,vydaty
2945,Ondrej,Vesely,550225/5121,Nitra,442294,slobodny
2946,Veronika,Vargova,566008/7440,Trnava,512598,vydaty
2947,Filip,Dvorak,690821/9176,Levice,663697,slobodny
2948,Barbora,Urbanova,665820/2862,Martin,243109,vydaty
2949,Radoslav,Kucera,630602/9548,Poprad,139889,slobodny
2950,Katerina,Cerna,535106/7530,Bardejov,72818,vydaty
2951,Jan,Marko,551212/3499,Bardejov,582114,slobodny
2952,Ivana,Horvathova,715806/4367,Trencin,530820,vydaty
2953,Peter,Rusnak,920514/4179,Bardejov,75252,slobodny
2954,Simona,Urbanova,625710/8390,Senec,299723,vydaty
2955,Richard,Marko,800403/7957,Presov,613562,slobodny
2956,Veronika,Kucerova,915922/7466,Levice,73186,vydaty
2957,Jan,Fabian,581217/1946,Zvolen,131011,slobodny
2958,Jana,Horvathova,686108/5594,Poprad,112661,vydaty
2959,Martin,Dvorak,520405/6858,Nitra,261279,slobodny
2960,Simona,Simekova,995416/9769,Komarno,454636,vydaty
2961,Richard,Marko,910307/3326,Trencin,386966,slobodny
2962,Barbora,Fabianova,695624/2791,Bardejov,442479,vydaty
2963,Filip,Dvorak,820306/1715,Martin,508546,slobodny
2964,Barbora,Kucerova,765208/2257,Levice,506254,vydaty
2965,Martin,Predajniansky,521227/6339,Levice,875981,slobodny
2966,Zuzana,Horvathova,915320/2204,Tvrdosin,992781,vydaty
2967,Juraj,Varga,730207/6266,Poprad,100022,slobodny
2968,Barbora,Cerna,745915/4861,Levice,505599,vydaty
2969,Juraj,Rusnak,971116/4833,Zilina,53222,slobodny
2970,Simona,Novakova,755607/5104,Tvrdosin,700982,vydaty
2971,Juraj,Kucera,901120/9516,Komarno,646073,slobodny
2972,Zuzana,Kubikova,885908/9295,Trnava,678733,vydaty
2973,Ondrej,Fabian,880712/6852,Presov,547919,slobodny
2974,Katerina,Vargova,865124/3999,Humenne,31539,vydaty
2975,Juraj,Rusnak,840224/4440,Poprad,117147,slobodny
2976,Zuzana,Bednarova,965525/5854,Komarno,680211,vydaty
2977,Radoslav,Varga,560421/4934,Komarno,422567,slobodny
2978,Sandra,Predajnianska,515312/5181,Humenne,421382,vydaty
2979,Jan,Novak,610421/3905,Zilina,901422,slobodny
2980,Sandra,Cerna,755714/6114,Humenne,466414,vydaty
2981,Martin,Bednar,880203/2282,Senec,289297,slobodny
2982,Barbora,Muskova,716119/1475,Bardejov,335527,vydaty
2983,Filip,Kubik,840328/9499,Presov,175401,slobodny
2984,Barbora,Muskova,535101/5240,Zilina,520823,vydaty
2985,Jan,Muska,950416/1322,Senec,938201,slobodny
2986,Lucia,Predajnianska,876116/9941,Senec,513862,vydaty
2987,Radoslav,Cerny,711106/7259,Bratislava,977636,slobodny
2988,Jana,Dvorakova,515614/8602,Bardejov,547259,vydaty
2989,Martin,Kubik,670908/8723,Snina,677456,slobodny
2990,Simona,Fabianova,625302/6405,Bratislava,262251,vydaty
2991,Filip,Simek,520320/8613,Zvolen,690248,slobodny
2992,Simona,Cerna,846217/3486,Humenne,361207,vydaty
2993,Ondrej,Rusnak,780304/9182,Svidnik,287973,slobodny
2994,Lucia,Markova,855325/3901,Levice,737556,vydaty
2995,Ondrej,Novak,750211/5347,Komarno,543012,slobodny
2996,Katerina,Bednarova,725602/8285,Trencin,431899,vydaty
2997,Marek,Dvorak,930311/1182,Nitra,711578,slobodny
2998,Jana,Simekova,676114/5993,Trencin,295656,vydaty
2999,Tomas,Novak,530625/5909,Presov,430100,slobodny
3000,Petra,Vesela,665222/9943,Svidnik,115795,vydaty
3001,Richard,Novak,781024/3696,Senec,530882,slobodny
3002,Simona,Kucerova,515312/2830,Zilina,801956,vydaty
3003,Jan,Urban,870405/7989,Zilina,23825,slobodny
3004,Lucia,Cerna,806012/7495,Kosice,418476,vydaty
3005,Filip,Muska,680107/4284,Trencin,421737,slobodny
3006,Simona,Urbanova,885307/7075,Senec,390482,vydaty
3007,Richard,Fabian,750116/3901,Humenne,676391,slobodny
3008,Simona,Predajnianska,555621/4685,Komarno,521917,vydaty
3009,Peter,Predajniansky,620223/1792,Trnava,213210,slobodny
3010,Jana,Vargova,515419/7397,Nitra,12663,vydaty
3011,Radoslav,Fabian,661216/4350,Svidnik,561210,slobodny
3012,Zuzana,Simekova,645602/9452,Snina,883641,vydaty
3013,Marek,Varga,810101/2111,Humenne,160800,slobodny
3014,Sandra,Urbanova,956011/6497,Snina,967170,vydaty
3015,Peter,Dvorak,761128/1567,Senec,40361,slobodny
3016,Barbora,Rusnakova,785515/1734,Presov,489739,vydaty
3017,Radoslav,Fabian,931001/1257,Martin,952334,slobodny
3018,Zuzana,Novakova,906020/1315,Martin,205324,vydaty
3019,Radoslav,Varga,661011/3339,Svidnik,677886,slobodny
3020,Veronika,Predajnianska,586007/7422,Trencin,179295,vydaty
3021,Radoslav,Vesely,670106/2378,Zilina,721522,slobodny
3022,Barbora,Dvorakova,925803/6941,Zvolen,878535,vydaty
3023,Juraj,Horvath,580813/4580,Levice,241962,slobodny
3024,Veronika,Vesela,835907/9575,Snina,928076,vydaty
3025,Marek,Marko,650122/3697,Tvrdosin,550092,slobodny
3026,Petra,Vesela,965506/3715,Komarno,564590,vydaty
3027,Peter,Urban,580426/3769,Nitra,653208,slobodny
3028,Veronika,Vargova,665709/2264,Martin,642067,vydaty
3029,Tomas,Kucera,700505/6447,Martin,864704,slobodny
3030,Sandra,Predajnianska,605915/8792,Bratislava,611900,vydaty
3031,Tomas,Horvath,680613/6464,Kosice,718930,slobodny
3032,Sandra,Fabianova,825902/1982,Poprad,344605,vydaty
3033,Ondrej,Rusnak,620922/4993,Presov,221363,slobodny
3034,Katerina,Markova,895317/7610,Bardejov,388775,vydaty
3035,Juraj,Dvorak,690504/5110,Svidnik,729582,slobodny
3036,Petra,Muskova,535724/3657,Zvolen,779049,vydaty
3037,Richard,Rusnak,760410/1997,Presov,823550,slobodny
3038,Jana,Horvathova,696021/8490,Trencin,559857,vydaty
3039,Marek,Muska,780618/1203,Senec,891311,slobodny
3040,Ivana,Dvorakova,536222/3138,Trnava,739003,vydaty
3041,Filip,Marko,790817/3261,Poprad,572976,slobodny
3042,Zuzana,Bednarova,705620/6649,Komarno,739708,vydaty
3043,Radoslav,Vesely,931203/9597,Zilina,41389,slobodny
3044,Sandra,Dvorakova,525921/6962,Tvrdosin,999280,vydaty
3045,Jan,Vesely,740628/7848,Zilina,310424,slobodny
3046,Petra,Dvorakova,976126/5499,Bardejov,977770,vydaty
3047,Tomas,Vesely,690907/9851,Komarno,915949,slobodny
3048,Petra,Novakova,535523/6336,Levice,659347,vydaty
3049,Jan,Simek,870615/1295,Poprad,144856,slobodny
3050,Jana,Predajnianska,515519/7958,Zvolen,503793,vydaty
3051,Peter,Vesely,751027/6287,Svidnik,38364,slobodny
3052,Veronika,Bednarova,736214/1288,Komarno,149087,vydaty
3053,Ondrej,Novak,790212/5566,Presov,779952,slobodny
3054,Katerina,Simekova,775206/7034,Poprad,630816,vydaty
3055,Filip,Muska,760909/2493,Kosice,557067,slobodny
3056,Katerina,Kucerova,595808/9352,Tvrdosin,253404,vydaty
3057,Tomas,Simek,531102/1731,Komarno,566986,slobodny
3058,Jana,Bednarova,985502/5240,Tvrdosin,659332,vydaty
3059,Radoslav,Urban,640820/1141,Poprad,777422,slobodny
3060,Veronika,Muskova,905113/5763,Kosice,338033,vydaty
3061,Jan,Bednar,730521/2222,Bardejov,388908,slobodny
3062,Petra,Rusnakova,966024/8482,Komarno,780967,vydaty
3063,Richard,Muska,631008/4587,Bratislava,584992,slobodny
3064,Lucia,Horvathova,985314/3491,Bratislava,123795,vydaty
3065,Marek,Novak,740109/5583,Zilina,486716,slobodny
3066,Lucia,Markova,865913/5308,Poprad,140386,vydaty
3067,Richard,Horvath,690409/1576,Trencin,816055,slobodny
3068,Barbora,Rusnakova,985416/8385,Senec,421851,vydaty
3069,Peter,Marko,671218/8656,Zvolen,177065,slobodny
3070,Ivana,Bednarova,535602/8216,Poprad,505438,vydaty
3071,Marek,Varga,880121/3255,Presov,280551,slobodny
3072,Barbora,Vargova,766105/6619,Svidnik,933427,vydaty
3073,Ondrej,Marko,870724/6129,Trnava,377345,slobodny
3074,Lucia,Cerna,785405/5283,Poprad,829448,vydaty
3075,Ondrej,Simek,660413/3647,Levice,150591,slobodny
3076,Veronika,Novakova,935206/6919,Svidnik,263616,vydaty
3077,Radoslav,Varga,530526/5235,Martin,303955,slobodny
3078,Ivana,Cerna,935226/2056,Humenne,830458,vydaty
3079,Tomas,Vesely,950226/8119,Svidnik,765710,slobodny
3080,Petra,Fabianova,865225/5794,Zvolen,461488,vydaty
3081,Martin,Muska,521201/4699,Martin,409369,slobodny
3082,Simona,Kubikova,815713/8667,Martin,123835,vydaty
3083,Martin,Simek,520320/9590,Zvolen,190565,slobodny
3084,Sandra,Predajnianska,835805/1338,Nitra,658913,vydaty
3085,Marek,Rusnak,630114/9187,Zilina,803150,slobodny
3086,Jana,Bednarova,885508/5799,Bardejov,382439,vydaty
3087,Martin,Bednar,660828/8568,Bratislava,213981,slobodny
3088,Sandra,Fabianova,555520/1613,Zilina,698422,vydaty
3089,Ondrej,Kucera,911010/4187,Trnava,57306,slobodny
3090,Ivana,Simekova,535524/1421,Poprad,81585,vydaty
3091,Marek,Fabian,740528/2922,Bardejov,471465,slobodny
3092,Lucia,Vesela,795412/2400,Trencin,692858,vydaty
3093,Radoslav,Marko,980919/8075,Nitra,900408,slobodny
3094,Veronika,Vargova,515711/6829,Svidnik,577698,vydaty
3095,Martin,Novak,921223/8720,Trnava,470770,slobodny
3096,Zuzana,Vesela,906020/9131,Bratislava,671558,vydaty
3097,Peter,Vesely,531018/5013,Zilina,258088,slobodny
3098,Sandra,Rusnakova,755103/3907,Snina,221805,vydaty
3099,Radoslav,Fabian,800920/8900,Komarno,263823,slobodny
3100,Jana,Kucerova,765105/9839,Levice,562733,vydaty
3101,Filip,Horvath,891206/1743,Nitra,344890,slobodny
3102,Petra,Vargova,645118/7258,Kosice,839662,vydaty
3103,Peter,Simek,570416/8073,Zvolen,427436,slobodny
3104,Petra,Cerna,715615/5595,Senec,398221,vydaty
3105,Jan,Urban,850420/5110,Snina,545888,slobodny
3106,Sandra,Muskova,795225/2463,Komarno,331880,vydaty
3107,Richard,Kucera,750426/3979,Tvrdosin,207220,slobodny
3108,Ivana,Novakova,975427/2263,Humenne,93959,vydaty
3109,Radoslav,Simek,870716/5993,Trencin,459911,slobodny
3110,Sandra,Kucerova,785314/9407,Zilina,46186,vydaty
3111,Martin,Cerny,670726/2908,Bardejov,988079,slobodny
3112,Lucia,Predajnianska,575514/4339,Trnava,760992,vydaty
3113,Martin,Kucera,780710/8166,Senec,149749,slobodny
3114,Katerina,Vargova,656018/9534,Bratislava,874343,vydaty
3115,Marek,Dvorak,730126/5435,Bardejov,813694,slobodny
3116,Zuzana,Horvathova,775223/4591,Kosice,142356,vydaty
3117,Jan,Vesely,920308/2753,Trnava,718547,slobodny
3118,Lucia,Predajnianska,585816/1478,Humenne,714469,vydaty
3119,Ondrej,Horvath,630313/7641,Tvrdosin,328817,slobodny
3120,Petra,Markova,685728/6779,Tvrdosin,721360,vydaty
3121,Juraj,Kucera,851021/3740,Trencin,743356,slobodny
3122,Jana,Rusnakova,805117/9791,Presov,359602,vydaty
3123,Martin,Urban,900205/9833,Trnava,769439,slobodny
3124,Ivana,Dvorakova,795518/4363,Martin,298078,vydaty
3125,Radoslav,Vesely,520624/2875,Senec,219221,slobodny
3126,Petra,Bednarova,565828/3606,Kosice,141782,vydaty
3127,Peter,Horvath,750323/1435,Zilina,493573,slobodny
3128,Barbora,Markova,805515/9724,Zilina,330744,vydaty
3129,Martin,Kucera,630713/3397,Trnava,173012,slobodny
3130,Simona,Predajnianska,876118/9475,Svidnik,496599,vydaty
3131,Radoslav,Rusnak,691015/4525,Tvrdosin,826151,slobodny
3132,Zuzana,Markova,765324/6183,Nitra,43224,vydaty
3133,Juraj,Kucera,860120/2923,Martin,430492,slobodny
3134,Lucia,Novakova,705603/9776,Zilina,830739,vydaty
3135,Radoslav,Urban,521027/3850,Bratislava,868407,slobodny
3136,Barbora,Kubikova,815403/7093,Nitra,800440,vydaty
3137,Peter,Muska,700402/8146,Bratislava,929752,slobodny
3138,Zuzana,Vesela,845509/4629,Martin,459946,vydaty
3139,Radoslav,Kucera,941015/3027,Bardejov,275310,slobodny
3140,Petra,Kucerova,856223/8032,Svidnik,976445,vydaty
3141,Peter,Rusnak,881202/9664,Svidnik,225320,slobodny
3142,Zuzana,Bednarova,615924/9832,Zilina,90415,vydaty
3143,Radoslav,Varga,830305/9082,Zvolen,373699,slobodny
3144,Ivana,Markova,966210/2860,Tvrdosin,280609,vydaty
3145,Juraj,Novak,680201/6485,Zvolen,733013,slobodny
3146,Zuzana,Markova,595506/3188,Svidnik,521159,vydaty
3147,Tomas,Urban,760709/5439,Zvolen,895581,slobodny
3148,Veronika,Rusnakova,816126/4379,Poprad,198035,vydaty
3149,Tomas,Urban,941219/1896,Svidnik,160967,slobodny
3150,Lucia,Novakova,655608/4006,Snina,479175,vydaty
3151,Martin,Novak,680615/9436,Humenne,860986,slobodny
3152,Katerina,Fabianova,895827/1372,Tvrdosin,831255,vydaty
3153,Tomas,Rusnak,900209/4601,Bardejov,228382,slobodny
3154,Ivana,Kubikova,675324/4956,Snina,423364,vydaty
3155,Radoslav,Varga,631207/4123,Zvolen,19347,slobodny
3156,Zuzana,Predajnianska,785119/7218,Snina,532152,vydaty
3157,Martin,Muska,900108/3817,Trencin,151381,slobodny
3158,Simona,Vargova,905718/7601,Nitra,336496,vydaty
3159,Peter,Cerny,791108/3627,Zilina,330700,slobodny
3160,Petra,Vesela,766128/4253,Zvolen,657564,vydaty
3161,Richard,Marko,621203/4482,Humenne,655799,slobodny
3162,Ivana,Dvorakova,965401/7374,Bardejov,692367,vydaty
3163,Ondrej,Kucera,811125/3728,Svidnik,342836,slobodny
3164,Lucia,Simekova,985622/3494,Martin,292227,vydaty
3165,Radoslav,Fabian,530114/9441,Komarno,887250,slobodny
3166,Petra,Urbanova,755802/9769,Zvolen,417353,vydaty
3167,Filip,Rusnak,850412/5171,Zvolen,319362,slobodny
3168,Veronika,Urbanova,586217/6950,Snina,203026,vydaty
3169,Ondrej,Marko,971027/9058,Levice,696723,slobodny
3170,Simona,Fabianova,965314/9847,Trencin,925660,vydaty
3171,Jan,Horvath,961207/9445,Trnava,420158,slobodny
3172,Petra,Vesela,725118/5601,Humenne,30532,vydaty
3173,Juraj,Horvath,920925/3013,Nitra,109591,slobodny
3174,Zuzana,Predajnianska,885715/1045,Svidnik,970283,vydaty
3175,Radoslav,Simek,790211/3483,Poprad,558658,slobodny
3176,Jana,Markova,605927/8083,Levice,236269,vydaty
3177,Richard,Horvath,940620/4905,Senec,912914,slobodny
3178,Petra,Vesela,965815/3124,Zilina,423952,vydaty
3179,Jan,Novak,930716/1802,Bardejov,230152,slobodny
3180,Katerina,Markova,885721/9867,Trnava,857172,vydaty
3181,Radoslav,Horvath,540908/1786,Tvrdosin,605689,slobodny
3182,Lucia,Urbanova,985214/4242,Humenne,749585,vydaty
3183,Juraj,Kubik,890103/6256,Bratislava,756905,slobodny
3184,Barbora,Simekova,516016/9984,Tvrdosin,549779,vydaty
3185,Martin,Dvorak,771118/1923,Snina,928381,slobodny
3186,Lucia,Kucerova,666123/8252,Nitra,785991,vydaty
3187,Radoslav,Kubik,851105/3366,Trnava,528061,slobodny
3188,Simona,Novakova,565108/5852,Svidnik,286286,vydaty
3189,Richard,Varga,680708/6246,Zvolen,479221,slobodny
3190,Lucia,Bednarova,815610/8504,Tvrdosin,973907,vydaty
3191,Jan,Marko,590810/2980,Komarno,710743,slobodny
3192,Ivana,Simekova,675117/3517,Senec,284819,vydaty
3193,Filip,Novak,830103/3186,Tvrdosin,464750,slobodny
3194,Barbora,Horvathova,616101/7429,Levice,264243,vydaty
3195,Juraj,Predajniansky,670719/4103,Tvrdosin,820819,slobodny
3196,Simona,Vargova,566128/8133,Snina,379083,vydaty
3197,Tomas,Horvath,650205/3847,Tvrdosin,931415,slobodny
3198,Sandra,Fabianova,855903/3671,Svidnik,453647,vydaty
3199,Peter,Simek,971024/9366,Snina,310447,slobodny
3200,Lucia,Vesela,885527/4601,Komarno,834221,vydaty
3201,Marek,Kubik,990704/7337,Presov,775649,slobodny
3202,Barbora,Simekova,865917/9810,Nitra,809418,vydaty
3203,Richard,Fabian,521106/8883,Levice,361458,slobodny
3204,Sandra,Novakova,955624/1129,Bardejov,673195,vydaty
3205,Peter,Bednar,751015/1075,Poprad,276833,slobodny
3206,Jana,Rusnakova,706022/4061,Bardejov,391960,vydaty
3207,Martin,Vesely,720607/2153,Zilina,553537,slobodny
3208,Petra,Simekova,756206/8718,Bardejov,915700,vydaty
3209,Jan,Predajniansky,590528/8253,Levice,323656,slobodny
3210,Zuzana,Novakova,595504/1914,Levice,582741,vydaty
3211,Martin,Simek,590221/5581,Nitra,365579,slobodny
3212,Jana,Urbanova,765727/2204,Trnava,152786,vydaty
3213,Richard,Muska,880303/4767,Senec,893300,slobodny
3214,Ivana,Fabianova,936102/9930,Trencin,810426,vydaty
3215,Filip,Bednar,770726/8856,Svidnik,770904,slobodny
3216,Lucia,Kucerova,745616/8012,Snina,874307,vydaty
3217,Jan,Urban,961120/7304,Svidnik,808092,slobodny
3218,Lucia,Kubikova,906101/2207,Bratislava,978188,vydaty
3219,Ondrej,Cerny,830312/4016,Kosice,991130,slobodny
3220,Petra,Simekova,645926/7920,Zvolen,902384,vydaty
3221,Ondrej,Predajniansky,880104/1482,Poprad,501318,slobodny
3222,Katerina,Urbanova,565312/2896,Senec,373039,vydaty
3223,Tomas,Kubik,651125/7247,Svidnik,148924,slobodny
3224,Zuzana,Bednarova,995727/4993,Zilina,670785,vydaty
3225,Jan,Predajniansky,840628/1364,Bratislava,484671,slobodny
3226,Zuzana,Vargova,525924/8197,Trencin,200967,vydaty
3227,Radoslav,Dvorak,680715/3439,Zilina,852055,slobodny
3228,Barbora,Markova,686227/5121,Bratislava,836331,vydaty
3229,Filip,Predajniansky,860104/7293,Zvolen,108118,slobodny
3230,Lucia,Predajnianska,535808/4248,Snina,73473,vydaty
3231,Radoslav,Cerny,621120/2751,Tvrdosin,684618,slobodny
3232,Barbora,Simekova,536208/6504,Snina,972983,vydaty
3233,Filip,Predajniansky,600217/9300,Humenne,933686,slobodny
3234,Sandra,Bednarova,985404/9732,Levice,258190,vydaty
3235,Juraj,Cerny,631201/9163,Snina,237349,slobodny
3236,Veronika,Muskova,655515/5523,Levice,198365,vydaty
3237,Ondrej,Varga,670814/3273,Senec,751799,slobodny
3238,Sandra,Dvorakova,795606/9836,Bratislava,842832,vydaty
3239,Tomas,Marko,960428/1076,Presov,498329,slobodny
3240,Veronika,Kubikova,565106/3929,Senec,17496,vydaty
3241,Radoslav,Marko,830714/2966,Nitra,254232,slobodny
3242,Veronika,Kucerova,835603/8596,Levice,664085,vydaty
3243,Martin,Cerny,770301/5873,Komarno,687128,slobodny
3244,Jana,Markova,585506/8679,Snina,29338,vydaty
3245,Peter,Kubik,670322/8842,Trnava,178439,slobodny
3246,Katerina,Urbanova,785219/3665,Svidnik,999980,vydaty
3247,Peter,Kubik,510704/4116,Bardejov,530323,slobodny
3248,Simona,Rusnakova,516102/4300,Levice,460282,vydaty
3249,Richard,Marko,770503/7796,Poprad,672520,slobodny
3250,Zuzana,Vesela,646012/8073,Kosice,782171,vydaty
3251,Jan,Muska,740811/5876,Levice,50947,slobodny
3252,Veronika,Vargova,995810/4133,Senec,591190,vydaty
3253,Ondrej,Predajniansky,940827/6594,Senec,502375,slobodny
3254,Veronika,Kucerova,965801/8186,Zilina,130060,vydaty
3255,Tomas,Kubik,690802/1722,Komarno,828102,slobodny
3256,Sandra,Vargova,705321/4379,Martin,961465,vydaty
3257,Juraj,Varga,860419/9881,Senec,379276,slobodny
3258,Jana,Simekova,535720/4635,Senec,641545,vydaty
3259,Tomas,Bednar,690416/2828,Trencin,882807,slobodny
3260,Simona,Rusnakova,835105/3389,Presov,58434,vydaty
3261,Martin,Kubik,850221/2305,Nitra,942272,slobodny
3262,Ivana,Rusnakova,805921/2932,Zvolen,57401,vydaty
3263,Radoslav,Varga,521217/4183,Senec,899002,slobodny
3264,Petra,Cerna,735213/6915,Komarno,105235,vydaty
3265,Peter,Kubik,941115/4408,Martin,113912,slobodny
3266,Sandra,Vesela,575507/7320,Poprad,391863,vydaty
3267,Marek,Fabian,900703/5048,Bardejov,476677,slobodny
3268,Lucia,Cerna,525408/9267,Nitra,869425,vydaty
3269,Jan,Fabian,570615/1855,Svidnik,65875,slobodny
3270,Veronika,Dvorakova,656015/3921,Snina,505955,vydaty
3271,Marek,Cerny,530619/4348,Snina,729498,slobodny
3272,Jana,Vesela,826024/4815,Zilina,420154,vydaty
3273,Juraj,Kucera,791004/5806,Humenne,400861,slobodny
3274,Lucia,Bednarova,925209/7812,Nitra,226963,vydaty
3275,Richard,Cerny,930716/1671,Tvrdosin,251306,slobodny
3276,Simona,Vesela,615420/3435,Trencin,809182,vydaty
3277,Richard,Predajniansky,830316/8611,Martin,906047,slobodny
3278,Barbora,Bednarova,695803/9906,Trencin,378772,vydaty
3279,Filip,Varga,890324/9263,Martin,623788,slobodny
3280,Katerina,Dvorakova,575818/9831,Kosice,22335,vydaty
3281,Filip,Dvorak,940404/7659,Komarno,838168,slobodny
3282,Sandra,Urbanova,955119/2588,Humenne,829707,vydaty
3283,Ondrej,Simek,561221/8483,Kosice,10271,slobodny
3284,Zuzana,Novakova,615417/7077,Komarno,327070,vydaty
